position,source_kind,video_id,title,url,duration_seconds,duration
153,short,S373SvrinrA,"Аддоны для BLENDER, которые все изменят #blender",https://www.youtube.com/watch?v=S373SvrinrA,0.0,00:00
154,short,kx9Nv5BE0_A,Аддоны для BLENDER упрощающие жизнь #blender,https://www.youtube.com/watch?v=kx9Nv5BE0_A,0.0,00:00
155,short,xDFvjKEubrQ,Текстуры шин в Blender #blender,https://www.youtube.com/watch?v=xDFvjKEubrQ,0.0,00:00
156,short,XhrZGN6RcX4,Топ дополнений для BLENDER (тянка в комплекте) #blender,https://www.youtube.com/watch?v=XhrZGN6RcX4,0.0,00:00
157,short,-QUc4W1gyU8,Гэри из Губки Боба в Blender 3D #blender,https://www.youtube.com/watch?v=-QUc4W1gyU8,0.0,00:00
158,short,QeNhqHb_daM,Ошибки новичков в BLENDER  #blender,https://www.youtube.com/watch?v=QeNhqHb_daM,0.0,00:00
159,short,yjwlhZX0Gu8,Топ крутых аддонов для BLENDER #blender,https://www.youtube.com/watch?v=yjwlhZX0Gu8,0.0,00:00
160,short,ZuuZmzGdx_I,Растения в Blender 3D (Plants VS Zombies) #blender,https://www.youtube.com/watch?v=ZuuZmzGdx_I,0.0,00:00
161,short,x8lq3bDPX9w,Выдаю базу про освещение в BLENDER #blender,https://www.youtube.com/watch?v=x8lq3bDPX9w,0.0,00:00
162,short,lzCxhI2Qo0w,Топовые аддоны для BLENDER | Еще больше ассетов и материалов! #blender,https://www.youtube.com/watch?v=lzCxhI2Qo0w,0.0,00:00
163,short,pHLbdd7p3OU,3D Трекинг в Blender #blender,https://www.youtube.com/watch?v=pHLbdd7p3OU,0.0,00:00
164,short,DiAb82taWqo,Топ полезных аддонов для BLENDER #blender,https://www.youtube.com/watch?v=DiAb82taWqo,0.0,00:00
165,short,zXk1VV_9kkQ,WALL-E в Blender 3D #blender,https://www.youtube.com/watch?v=zXk1VV_9kkQ,0.0,00:00
166,short,T1MWBFMWDNE,Пончик в BLENDER #blender,https://www.youtube.com/watch?v=T1MWBFMWDNE,0.0,00:00
167,short,tUOR7TJPNDU,Бесплатные аддоны для BLENDER #blender,https://www.youtube.com/watch?v=tUOR7TJPNDU,0.0,00:00
168,short,jZwWJ3Pl9Kc,Ошибки новичков в BLENDER  #blender,https://www.youtube.com/watch?v=jZwWJ3Pl9Kc,0.0,00:00
169,short,wHC3aDUqctk,Топ аддонов для Блендер 3D #blender,https://www.youtube.com/watch?v=wHC3aDUqctk,0.0,00:00
170,short,juAnIF1169g,Горох из Plants VS Zombies в Blender 3D #blender,https://www.youtube.com/watch?v=juAnIF1169g,0.0,00:00
171,short,UmfFilj4br8,Противостояние BLENDER и 3ds MAX #blender,https://www.youtube.com/watch?v=UmfFilj4br8,0.0,00:00
172,short,-4pVGMGLoN8,Топ 3 аддонов для BLENDER #blender,https://www.youtube.com/watch?v=-4pVGMGLoN8,0.0,00:00
173,short,KDJ21WfZ_8w,Очевидные ошибки при моделировании в BLENDER  #blender,https://www.youtube.com/watch?v=KDJ21WfZ_8w,0.0,00:00
174,short,baR4SoykYF4,3D Трекинг в Blender и After Effects #blender,https://www.youtube.com/watch?v=baR4SoykYF4,0.0,00:00
175,short,629L0vGCp_Y,Топ крутых аддонов для Blender 3D #blender,https://www.youtube.com/watch?v=629L0vGCp_Y,0.0,00:00
176,short,R_FDVkqlzUA,Как заригать любое авто в BLENDER #blender,https://www.youtube.com/watch?v=R_FDVkqlzUA,0.0,00:00
177,short,G3JmvP9Y2MU,Типичный BLENDER  #blender,https://www.youtube.com/watch?v=G3JmvP9Y2MU,0.0,00:00
178,short,sujkcPtvXNE,Топ 3 полезных аддона для BLENDER #blender,https://www.youtube.com/watch?v=sujkcPtvXNE,0.0,00:00
179,short,jZ1JcpBQoww,Топ крутых аддонов для BLENDER #blender,https://www.youtube.com/watch?v=jZ1JcpBQoww,0.0,00:00
180,short,H-BM3X4Z8oM,Прыгающий арбуз в blender 3D #blender,https://www.youtube.com/watch?v=H-BM3X4Z8oM,0.0,00:00
181,short,Ut-oa4GrTlk,Признаки зрелого парня в BLENDER 3д #blender,https://www.youtube.com/watch?v=Ut-oa4GrTlk,0.0,00:00
182,short,9XJlhD-Z0L4,Топ 3 полезных аддонов для BLENDER #blender,https://www.youtube.com/watch?v=9XJlhD-Z0L4,0.0,00:00
183,short,i6WDjfNARq4,Ошибки при моделировании в BLENDER  #blender,https://www.youtube.com/watch?v=i6WDjfNARq4,0.0,00:00
184,short,w2spIBARjPk,Топ аддонов для BLENDER #blender,https://www.youtube.com/watch?v=w2spIBARjPk,0.0,00:00
185,short,igfZMVpGfMY,Рик и Морти! В BLENDER 3D #blender,https://www.youtube.com/watch?v=igfZMVpGfMY,0.0,00:00
186,short,8IItaPEQHnA,"Аддоны для блендер, которые изменят вашу жизнь #blender",https://www.youtube.com/watch?v=8IItaPEQHnA,0.0,00:00
187,short,VzpuLqER2Ss,Робот за 1 час! В BLENDER 3D #blender,https://www.youtube.com/watch?v=VzpuLqER2Ss,0.0,00:00
188,short,mmMubNMUXeM,Топ 3 полезных аддона для блендер #blender,https://www.youtube.com/watch?v=mmMubNMUXeM,0.0,00:00
189,short,w5Znomr7lrs,Кто еще не делал пончик в блендере? #blender,https://www.youtube.com/watch?v=w5Znomr7lrs,0.0,00:00
190,short,qL5Rb7SnORk,Наклейки в blender 3d #blender,https://www.youtube.com/watch?v=qL5Rb7SnORk,0.0,00:00
191,short,8EEymZjwtsA,"Новый вид газировки ""Гори оно все огнем"" (Timelapse)",https://www.youtube.com/watch?v=8EEymZjwtsA,0.0,00:00
192,short,RBHkWp3Vbog,Топ 3 бесплатных аддона для блендер #blender,https://www.youtube.com/watch?v=RBHkWp3Vbog,0.0,00:00
193,short,adB6HtZIU64,Кружка пива в 3д #blender #blender3d #blendertutorial #блендер3д,https://www.youtube.com/watch?v=adB6HtZIU64,0.0,00:00
194,short,d0uhsrQdSks,Спидран по блендеру | Speedrun by blender #blender,https://www.youtube.com/watch?v=d0uhsrQdSks,0.0,00:00
195,short,GkaJvxCovFs,Уточка застряла в 3д машине #blender,https://www.youtube.com/watch?v=GkaJvxCovFs,0.0,00:00
196,short,kvYqHYgHXSI,Добавил снег очень просто #blender #shorts,https://www.youtube.com/watch?v=kvYqHYgHXSI,0.0,00:00
197,short,61ssGWuPxqk,Учу лепить грибочек в blender #shorts,https://www.youtube.com/watch?v=61ssGWuPxqk,0.0,00:00
